"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"905","Michigan","Alcona County","West Bloomfield",48323,194,425,42.5336985,-83.4285855,118168,300000,531.1,1062.2,531.1,0.498823529411765,0.456470588235294,0.661176470588235,3e+05,"High",-228491.324543611
"907","Michigan","Alcona County","Beverly Hills",48025,167,294,42.5244586,-83.2138168,95040,83463,556.195238095238,1115.2380952381,558.947619047619,0.591836734693878,0.568027210884354,0.768707482993197,83463,"High",-11954.3245436105
"908","Michigan","Alcona County","Southfield",48076,60,115,42.4921083,-83.2273558,106760,300000,539.5,1088.5,549,0.565217391304348,0.521739130434783,0.843478260869565,3e+05,"High",-228491.324543611
"909","Michigan","Alcona County","Southfield",48076,60,115,42.5100034,-83.2131844,87498,86486,539.5,1088.5,549,0.565217391304348,0.521739130434783,0.843478260869565,86486,"High",-14977.3245436105
"910","Michigan","Alcona County","Kalamazoo",49048,24,99,42.2792561,-85.5022789,45256,35818,468.2,950.8,482.6,0.252525252525253,0.242424242424242,0.414141414141414,35818,"Medium",35690.6754563895
"912","Michigan","Alcona County","Southfield",48076,60,115,42.4948823,-83.2505159,96699,85923,539.5,1088.5,549,0.565217391304348,0.521739130434783,0.843478260869565,85923,"High",-14414.3245436105
"913","Michigan","Alcona County","Southfield",48075,14,79,42.4792364,-83.2327665,80946,79780,430.8,867.848101265823,437.105063291139,0.20253164556962,0.177215189873418,0.278481012658228,79780,"High",-8271.32454361055
"914","Michigan","Alcona County","Southfield",48075,14,79,42.468539,-83.2198221,58079,54415,430.8,867.848101265823,437.105063291139,0.20253164556962,0.177215189873418,0.278481012658228,54415,"Medium",17093.6754563895
"915","Michigan","Alcona County","Southfield",48075,14,79,42.4506881,-83.2252526,72649,300000,430.8,867.848101265823,437.105063291139,0.20253164556962,0.177215189873418,0.278481012658228,3e+05,"High",-228491.324543611
"916","Michigan","Alcona County","Farmington",48336,123,292,42.4563785,-83.3747539,73954,70510,517.848630136986,1046.02123287671,528.182876712329,0.428082191780822,0.421232876712329,0.674657534246575,70510,"Medium",998.67545638945
"917","Michigan","Alcona County","Farmington Hills",48334,274,571,42.5208083,-83.3695526,123401,129390,539.871278458844,1081.88003502627,542.008756567426,0.499124343257443,0.479859894921191,0.702276707530648,129390,"High",-57881.3245436105
"918","Michigan","Alcona County","Farmington Hills",48334,274,571,42.5026878,-83.3293223,136445,128286,539.871278458844,1081.88003502627,542.008756567426,0.499124343257443,0.479859894921191,0.702276707530648,128286,"High",-56777.3245436105
"919","Michigan","Alcona County","Farmington Hills",48336,123,292,42.4473624,-83.3524352,40629,25683,517.848630136986,1046.02123287671,528.182876712329,0.428082191780822,0.421232876712329,0.674657534246575,25683,"Low",45825.6754563895
"920","Michigan","Alcona County","Farmington Hills",48336,123,292,42.463948,-83.3356429,81329,300000,517.848630136986,1046.02123287671,528.182876712329,0.428082191780822,0.421232876712329,0.674657534246575,3e+05,"High",-228491.324543611
"921","Michigan","Alcona County","Schoolcraft",49087,39,75,42.1169425,-85.7004577,81023,71281,528,1066.3,538.3,0.52,0.52,0.773333333333333,71281,"Medium",227.67545638945
"924","Michigan","Alcona County","Berkley",48072,171,327,42.4994182,-83.1933289,79427,83939,536.9,1090,553.2,0.53822629969419,0.522935779816514,0.804281345565749,83939,"High",-12430.3245436105
"925","Michigan","Alcona County","Oak Park",48237,8,361,42.4818753,-83.1914534,63811,300000,392.709972299169,811.626038781163,418.916066481995,0.0249307479224377,0.0221606648199446,0.163434903047091,3e+05,"High",-228491.324543611
"926","Michigan","Alcona County","Oak Park",48237,8,361,42.4670712,-83.1773339,46653,41313,392.709972299169,811.626038781163,418.916066481995,0.0249307479224377,0.0221606648199446,0.163434903047091,41313,"Medium",30195.6754563895
"927","Michigan","Alcona County","Oak Park",48237,8,361,42.4564815,-83.1757305,43014,28273,392.709972299169,811.626038781163,418.916066481995,0.0249307479224377,0.0221606648199446,0.163434903047091,28273,"Low",43235.6754563895
"928","Michigan","Alcona County","Ferndale",48220,42,324,42.4685615,-83.1218691,48469,36532,430.286111111111,883.60462962963,453.318518518519,0.141975308641975,0.12962962962963,0.305555555555556,36532,"Medium",34976.6754563895
"929","Michigan","Alcona County","Ferndale",48220,42,324,42.4528087,-83.1383288,56659,300000,430.286111111111,883.60462962963,453.318518518519,0.141975308641975,0.12962962962963,0.305555555555556,3e+05,"High",-228491.324543611
"930","Michigan","Alcona County","Hazel Park",48030,34,243,42.4724989,-83.0991899,41823,33958,434.274074074074,893.218518518519,458.944444444444,0.152263374485597,0.139917695473251,0.37037037037037,33958,"Low",37550.6754563895
"931","Michigan","Alcona County","Hazel Park",48030,34,243,42.4552571,-83.0910674,36077,29785,434.274074074074,893.218518518519,458.944444444444,0.152263374485597,0.139917695473251,0.37037037037037,29785,"Low",41723.6754563895
"932","Michigan","Alcona County","Vicksburg",49097,78,210,42.1073461,-85.4691175,69767,59489,496.807142857143,1013.87142857143,517.064285714286,0.380952380952381,0.371428571428571,0.623809523809524,59489,"Medium",12019.6754563895
"933","Michigan","Alcona County","Clawson",48017,45,121,42.5368199,-83.1563228,80075,66755,496,1007,511,0.388429752066116,0.371900826446281,0.652892561983471,66755,"Medium",4753.67545638945
"934","Michigan","Alcona County","Madison Heights",48071,62,296,42.5271965,-83.1011073,36246,26934,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,26934,"Low",44574.6754563895
"935","Michigan","Alcona County","Madison Heights",48071,62,296,42.497901,-83.0953814,57987,29807,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,29807,"Low",41701.6754563895
"936","Michigan","Alcona County","Madison Heights",48071,62,296,42.4835271,-83.0949405,55895,300000,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,3e+05,"High",-228491.324543611
"937","Michigan","Alcona County","Royal Oak",48073,158,292,42.5256513,-83.1341315,80035,71128,540.95,1084.08356164384,543.133561643836,0.554794520547945,0.541095890410959,0.736301369863014,71128,"Medium",380.67545638945
"938","Michigan","Alcona County","Berkley",48072,171,327,42.5138182,-83.1928879,65635,48311,536.9,1090,553.2,0.53822629969419,0.522935779816514,0.804281345565749,48311,"Medium",23197.6754563895
"939","Michigan","Alcona County","Royal Oak",48073,158,292,42.5120384,-83.1555611,72236,43768,540.95,1084.08356164384,543.133561643836,0.554794520547945,0.541095890410959,0.736301369863014,43768,"Medium",27740.6754563895
"940","Michigan","Alcona County","Royal Oak",48073,158,292,42.5007647,-83.1572384,98770,90912,540.95,1084.08356164384,543.133561643836,0.554794520547945,0.541095890410959,0.736301369863014,90912,"High",-19403.3245436105
"941","Michigan","Alcona County","Madison Heights",48071,62,296,42.4903482,-83.1199675,81942,68497,454.408445945946,925.584121621622,471.199662162162,0.219594594594595,0.209459459459459,0.39527027027027,68497,"Medium",3011.67545638945
"943","Michigan","Alcona County","Grand Rapids",49505,142,252,43.0093605,-85.6272836,63479,53007,546.771031746032,1105.20793650794,558.487301587302,0.575396825396825,0.563492063492063,0.234126984126984,53007,"Medium",18501.6754563895
"944","Michigan","Alcona County","Rochester",48306,600,834,42.7518271,-83.1141748,115131,99671,596.598081534772,1178.99040767386,582.392326139089,0.745803357314149,0.719424460431655,0.862110311750599,99671,"High",-28162.3245436105
"945","Michigan","Alcona County","Rochester Hills",48307,0,15,42.6871818,-83.1412734,58176,43996,457.3,911.3,454,0,0,0,43996,"Medium",27512.6754563895
"946","Michigan","Alcona County","Rochester Hills",48306,600,834,42.7020192,-83.1314322,89422,65223,596.598081534772,1178.99040767386,582.392326139089,0.745803357314149,0.719424460431655,0.862110311750599,65223,"Medium",6285.67545638945
"947","Michigan","Alcona County","Rochester Hills",48306,600,834,42.687234,-83.2033838,128376,107432,596.598081534772,1178.99040767386,582.392326139089,0.745803357314149,0.719424460431655,0.862110311750599,107432,"High",-35923.3245436105
"948","Michigan","Alcona County","Rochester Hills",48307,0,15,42.6616389,-83.1421395,57118,300000,457.3,911.3,454,0,0,0,3e+05,"High",-228491.324543611
"949","Michigan","Alcona County","Rochester Hills",48307,0,15,42.628115,-83.1066305,70132,60355,457.3,911.3,454,0,0,0,60355,"Medium",11153.6754563895
"950","Michigan","Alcona County","Rochester Hills",48309,243,414,42.628032,-83.1899474,88803,75842,563.767632850242,1112.89371980676,549.126086956522,0.6256038647343,0.58695652173913,0.746376811594203,75842,"High",-4333.32454361055
"951","Michigan","Alcona County","Troy",48085,236,361,42.6096635,-83.1141508,79769,62403,577.2,1125.3,548.1,0.725761772853186,0.653739612188366,0.756232686980609,62403,"Medium",9105.67545638945
"952","Michigan","Alcona County","Troy",48098,362,512,42.6133963,-83.1875657,162262,300000,612.14375,1197.466015625,585.23203125,0.73828125,0.70703125,0.80859375,3e+05,"High",-228491.324543611
"954","Michigan","Alcona County","Grand Rapids",49503,9,207,42.9788327,-85.6486542,47166,39976,420.930434782609,855.513043478261,434.504347826087,0.0579710144927536,0.0434782608695652,0.198067632850242,39976,"Medium",31532.6754563895
"956","Michigan","Alcona County","Clawson",48017,45,121,42.5468142,-83.1778465,78852,66831,496,1007,511,0.388429752066116,0.371900826446281,0.652892561983471,66831,"Medium",4677.67545638945
"958","Michigan","Alcona County","Hesperia",49421,13,59,43.5554452,-86.1594917,44635,36960,461.4,937.3,475.9,0.254237288135593,0.220338983050847,0.457627118644068,36960,"Medium",34548.6754563895
"959","Michigan","Alcona County","Pentwater",49449,9,19,43.6472091,-86.817256,0,0,504.2,1027.4,523.2,0.526315789473684,0.473684210526316,0.578947368421053,0,"Low",71508.6754563895
"962","Michigan","Alcona County","Ontonagon",49953,7,25,47.2166041,-89.5004614,0,0,478,987.6,509.6,0.32,0.28,0.68,0,"Low",71508.6754563895
"963","Michigan","Alcona County","Leroy",49655,11,83,43.9654792,-85.413839,43294,33492,441,903,462,0.132530120481928,0.132530120481928,0.397590361445783,33492,"Low",38016.6754563895
"964","Michigan","Alcona County","Bay City",48708,63,270,43.5565351,-83.9000918,40478,28504,464.901481481481,945.236666666667,480.335185185185,0.248148148148148,0.233333333333333,0.514814814814815,28504,"Low",43004.6754563895
"965","Michigan","Alcona County","Evart",49631,10,75,43.8675694,-85.2391134,55644,43882,436.4,887.2,450.8,0.16,0.133333333333333,0.293333333333333,43882,"Medium",27626.6754563895
"966","Michigan","Alcona County","Grand Rapids",49503,9,207,42.9680338,-85.6480794,51004,44734,420.930434782609,855.513043478261,434.504347826087,0.0579710144927536,0.0434782608695652,0.198067632850242,44734,"Medium",26774.6754563895
"967","Michigan","Alcona County","Mio",48647,18,47,44.6219402,-83.9970452,36893,26722,500.4,1042.6,542.1,0.382978723404255,0.382978723404255,0.787234042553192,26722,"Low",44786.6754563895
"968","Michigan","Alcona County","Gaylord",49735,114,228,45.0641094,-84.7246201,62394,51396,531.9,1051.8,519.9,0.548245614035088,0.5,0.684210526315789,51396,"Medium",20112.6754563895
"969","Michigan","Alcona County","Gaylord",49735,114,228,44.9508119,-84.6758538,48064,42057,531.9,1051.8,519.9,0.548245614035088,0.5,0.684210526315789,42057,"Medium",29451.6754563895
"970","Michigan","Alcona County","Coopersville",49404,79,210,43.0654671,-85.933752,76173,73702,499.4,1023.4,524,0.385714285714286,0.376190476190476,0.69047619047619,73702,"Medium",-2193.32454361055
"971","Michigan","Alcona County","Spring Lake",49456,138,211,43.0875407,-86.2270235,60389,48657,561.3,1123.9,562.6,0.687203791469194,0.654028436018957,0.819905213270142,48657,"Medium",22851.6754563895
"972","Michigan","Alcona County","Grand Haven",49417,209,476,43.0488307,-86.2395885,58686,50584,518.098949579832,1047.23193277311,529.039075630252,0.457983193277311,0.439075630252101,0.686974789915966,50584,"Medium",20924.6754563895
"973","Michigan","Alcona County","Grand Haven",49417,209,476,43.0394917,-86.1993591,77069,49127,518.098949579832,1047.23193277311,529.039075630252,0.457983193277311,0.439075630252101,0.686974789915966,49127,"Medium",22381.6754563895
"974","Michigan","Alcona County","Grand Rapids",49534,11,29,42.9870932,-85.8395268,80619,71868,517.9,1041,523.1,0.448275862068966,0.379310344827586,0.689655172413793,71868,"Medium",-359.32454361055
"975","Michigan","Alcona County","Jenison",49428,211,364,42.9019586,-85.8399006,86838,300000,561.647252747253,1102.41978021978,540.772527472527,0.642857142857143,0.57967032967033,0.744505494505495,3e+05,"High",-228491.324543611
"976","Michigan","Alcona County","Hudsonville",49426,227,422,42.8588341,-85.8641639,55531,39775,537.5,1075.2,537.7,0.563981042654028,0.537914691943128,0.753554502369668,39775,"Medium",31733.6754563895
"977","Michigan","Alcona County","Grand Rapids",49506,159,303,42.9479766,-85.644402,28378,21854,537.364356435644,1087.07227722772,549.707920792079,0.534653465346535,0.524752475247525,0.712871287128713,21854,"Low",49654.6754563895
"978","Michigan","Alcona County","Holland",49424,184,509,42.9033545,-86.0785549,67215,62755,502.1,1015.8,513.7,0.387033398821218,0.361493123772102,0.603143418467583,62755,"Medium",8753.67545638945
"979","Michigan","Alcona County","Holland",49424,184,509,42.8294306,-86.1713513,94742,83461,502.1,1015.8,513.7,0.387033398821218,0.361493123772102,0.603143418467583,83461,"High",-11952.3245436105
"980","Michigan","Alcona County","Holland",49424,184,509,42.8196165,-86.1015338,46932,50741,502.1,1015.8,513.7,0.387033398821218,0.361493123772102,0.603143418467583,50741,"Medium",20767.6754563895
"981","Michigan","Alcona County","Zeeland",49464,193,430,42.8169143,-86.0169695,41746,30925,526.720930232558,1055.19186046512,528.470930232558,0.481395348837209,0.448837209302326,0.67906976744186,30925,"Low",40583.6754563895
"982","Michigan","Alcona County","Holland",49424,184,509,42.8422634,-86.081042,84640,77780,502.1,1015.8,513.7,0.387033398821218,0.361493123772102,0.603143418467583,77780,"High",-6271.32454361055
"983","Michigan","Alcona County","Allendale",49401,89,178,42.9593879,-85.9607609,41906,40838,526.379775280899,1049.52696629213,523.240449438202,0.533707865168539,0.5,0.657303370786517,40838,"Medium",30670.6754563895
"984","Michigan","Alcona County","Holland",49424,184,509,42.8035594,-86.111419,73821,74687,502.1,1015.8,513.7,0.387033398821218,0.361493123772102,0.603143418467583,74687,"Medium",-3178.32454361055
"985","Michigan","Alcona County","Holland",49423,132,365,42.7741496,-86.1058784,61656,300000,494.88,1001.92630136986,506.99095890411,0.380821917808219,0.361643835616438,0.567123287671233,3e+05,"High",-228491.324543611
"986","Michigan","Alcona County","Onaway",49765,10,45,45.4750494,-84.0907752,58017,47470,474.9,952.9,478,0.222222222222222,0.222222222222222,0.466666666666667,47470,"Medium",24038.6754563895
"987","Michigan","Alcona County","Onaway",49765,10,45,45.3137489,-84.1638061,39871,32319,474.9,952.9,478,0.222222222222222,0.222222222222222,0.466666666666667,32319,"Low",39189.6754563895
"988","Michigan","Alcona County","Grand Rapids",49507,0,86,42.919461,-85.639519,63939,55180,376.139534883721,773.816279069767,397.676744186047,0,0,0.0813953488372093,55180,"Medium",16328.6754563895
"989","Michigan","Alcona County","Saint Helen",48656,8,36,44.3433797,-84.3947641,29893,18148,447.5,901.1,453.6,0.25,0.222222222222222,0.361111111111111,18148,"Low",53360.6754563895
"993","Michigan","Alcona County","Saginaw",48601,0,123,43.3995894,-83.9370103,15527,14520,372.739024390244,771.117073170732,398.378048780488,0,0,0.0569105691056911,14520,"Low",56988.6754563895
"994","Michigan","Alcona County","Saginaw",48602,35,203,43.3960226,-83.9822169,52729,300000,438.961083743842,902.310344827586,463.356157635468,0.172413793103448,0.172413793103448,0.157635467980296,3e+05,"High",-228491.324543611
"995","Michigan","Alcona County","Saginaw",48602,35,203,43.4252175,-83.9819249,56839,54502,438.961083743842,902.310344827586,463.356157635468,0.172413793103448,0.172413793103448,0.157635467980296,54502,"Medium",17006.6754563895
"996","Michigan","Alcona County","Saginaw",48602,35,203,43.4308181,-83.951117,31526,22944,438.961083743842,902.310344827586,463.356157635468,0.172413793103448,0.172413793103448,0.157635467980296,22944,"Low",48564.6754563895
"997","Michigan","Alcona County","Saginaw",48602,35,203,43.4353333,-83.9869395,51633,46378,438.961083743842,902.310344827586,463.356157635468,0.172413793103448,0.172413793103448,0.157635467980296,46378,"Medium",25130.6754563895
"998","Michigan","Alcona County","Saginaw",48638,23,48,43.5055528,-83.9851921,42633,30366,512.1,1063.1,551,0.479166666666667,0.479166666666667,0.833333333333333,30366,"Low",41142.6754563895
"999","Michigan","Alcona County","Sparta",49345,100,207,43.1701683,-85.7392737,65036,52263,522.7,1045.1,522.4,0.497584541062802,0.483091787439614,0.661835748792271,52263,"Medium",19245.6754563895
"1000","Michigan","Alcona County","Saginaw",48603,123,339,43.4473733,-83.9753085,42688,36253,496.890855457227,1012.13067846608,515.23982300885,0.374631268436578,0.36283185840708,0.63716814159292,36253,"Medium",35255.6754563895
"1001","Michigan","Alcona County","Saginaw",48603,123,339,43.4431827,-84.0311489,68916,300000,496.890855457227,1012.13067846608,515.23982300885,0.374631268436578,0.36283185840708,0.63716814159292,3e+05,"High",-228491.324543611
"1002","Michigan","Alcona County","Saginaw",48638,23,48,43.4040509,-84.0113615,38579,29192,512.1,1063.1,551,0.479166666666667,0.479166666666667,0.833333333333333,29192,"Low",42316.6754563895
"1003","Michigan","Alcona County","Saginaw",48601,0,123,43.4059471,-83.8939978,43361,45305,372.739024390244,771.117073170732,398.378048780488,0,0,0.0569105691056911,45305,"Medium",26203.6754563895
"1004","Michigan","Alcona County","Frankenmuth",48734,82,126,43.3452162,-83.754748,71957,49788,553.4,1119.4,566,0.682539682539683,0.650793650793651,0.857142857142857,49788,"Medium",21720.6754563895
"1006","Michigan","Alcona County","Saginaw",48603,123,339,43.4561229,-84.1272442,94393,68098,496.890855457227,1012.13067846608,515.23982300885,0.374631268436578,0.36283185840708,0.63716814159292,68098,"Medium",3410.67545638945
"1007","Michigan","Alcona County","Merrill",48637,9,41,43.3551354,-84.2782325,64336,57142,469.8,946.6,476.8,0.24390243902439,0.219512195121951,0.414634146341463,57142,"Medium",14366.6754563895
"1008","Michigan","Alcona County","Chesaning",48616,34,98,43.1739049,-84.1096236,62708,53965,488.3,990.1,501.8,0.36734693877551,0.346938775510204,0.591836734693878,53965,"Medium",17543.6754563895
"1009","Michigan","Alcona County","Birch Run",48415,35,131,43.2639584,-83.7600312,58585,42829,491.2,985.9,494.7,0.320610687022901,0.267175572519084,0.587786259541985,42829,"Medium",28679.6754563895
"1010","Michigan","Alcona County","Rockford",49341,298,622,43.0815439,-85.5657878,72851,58990,527.413504823151,1063.23311897106,535.913826366559,0.516077170418006,0.479099678456592,0.718649517684888,58990,"Medium",12518.6754563895
"1011","Michigan","Alcona County","Port Huron",48060,59,356,42.9638632,-82.4366357,40757,31156,443.621348314607,910.120505617978,466.504213483146,0.193820224719101,0.165730337078652,0.348314606741573,31156,"Low",40352.6754563895
"1012","Michigan","Alcona County","Port Huron",48060,59,356,42.9721753,-82.4253007,24431,13144,443.621348314607,910.120505617978,466.504213483146,0.193820224719101,0.165730337078652,0.348314606741573,13144,"Low",58364.6754563895
"1013","Michigan","Alcona County","Port Huron",48060,59,356,43.0079186,-82.4262007,56724,48043,443.621348314607,910.120505617978,466.504213483146,0.193820224719101,0.165730337078652,0.348314606741573,48043,"Medium",23465.6754563895
"1014","Michigan","Alcona County","Fort Gratiot",48059,87,320,43.0192663,-82.4875421,73762,60156,474.1,981.9,507.8,0.28125,0.271875,0.6125,60156,"Medium",11352.6754563895
"1015","Michigan","Alcona County","Kimball",48074,0,62,43.021453,-82.5484332,102335,300000,441.122580645161,915.809677419355,474.687096774194,0.0806451612903226,0,0.483870967741936,3e+05,"High",-228491.324543611
"1016","Michigan","Alcona County","Port Huron",48060,59,356,42.9965741,-82.4860712,72271,56024,443.621348314607,910.120505617978,466.504213483146,0.193820224719101,0.165730337078652,0.348314606741573,56024,"Medium",15484.6754563895
"1017","Michigan","Alcona County","Marysville",48040,80,179,42.9111722,-82.4822997,39963,31486,517.5,1035.6,518.1,0.491620111731844,0.446927374301676,0.653631284916201,31486,"Low",40022.6754563895
"1020","Michigan","Alcona County","Clay",48001,34,120,42.6493366,-82.5685014,54559,44795,490.2,999.9,509.8,0.308333333333333,0.283333333333333,0.608333333333333,44795,"Medium",26713.6754563895
"1021","Michigan","Alcona County","Grand Rapids",49544,65,212,43.0159337,-85.6958577,50732,43990,485.395283018868,986.88679245283,501.500471698113,0.325471698113208,0.306603773584906,0.589622641509434,43990,"Medium",27518.6754563895
"1022","Michigan","Alcona County","Ira",48023,159,483,42.7043848,-82.6588518,61486,64884,503.5,1008.1,504.6,0.351966873706004,0.329192546583851,0.612836438923395,64884,"Medium",6624.67545638945
"1023","Michigan","Alcona County","Richmond",48062,30,116,42.8593322,-82.6831107,54808,300000,485,982.2,497.2,0.267241379310345,0.258620689655172,0.637931034482759,3e+05,"High",-228491.324543611
"1025","Michigan","Alcona County","Memphis",48041,15,71,42.9372573,-82.8095358,74963,72089,479,965.9,486.9,0.23943661971831,0.211267605633803,0.492957746478873,72089,"Medium",-580.32454361055
"1026","Michigan","Alcona County","Three Rivers",49093,45,187,41.9589973,-85.5928457,24242,16210,469.864705882353,969.143315508021,499.278609625668,0.251336898395722,0.240641711229947,0.524064171122995,16210,"Low",55298.6754563895
"1027","Michigan","Alcona County","Sturgis",49091,51,214,41.8128996,-85.4034695,65392,58856,474.1,950.2,476.1,0.261682242990654,0.238317757009346,0.453271028037383,58856,"Medium",12652.6754563895
"1028","Michigan","Alcona County","Mendon",49072,12,47,42.0256853,-85.4030002,50496,44405,454.3,936.2,481.9,0.276595744680851,0.25531914893617,0.446808510638298,44405,"Medium",27103.6754563895
"1030","Michigan","Alcona County","White Pigeon",49099,6,51,41.7834127,-85.6524424,48207,40949,466.7,935.9,469.2,0.235294117647059,0.117647058823529,0.294117647058824,40949,"Medium",30559.6754563895
"1032","Michigan","Alcona County","Lowell",49331,143,264,42.979901,-85.37683,79104,69160,537.9,1074.7,536.7,0.575757575757576,0.541666666666667,0.738636363636364,69160,"Medium",2348.67545638945
"1038","Michigan","Alcona County","Owosso",48867,115,420,43.0062691,-84.1845814,35303,28719,470.548333333333,964.404285714286,493.86380952381,0.285714285714286,0.273809523809524,0.557142857142857,28719,"Low",42789.6754563895
"1039","Michigan","Alcona County","Owosso",48867,115,420,42.9893537,-84.1899932,35916,28569,470.548333333333,964.404285714286,493.86380952381,0.285714285714286,0.273809523809524,0.557142857142857,28569,"Low",42939.6754563895
"1040","Michigan","Alcona County","Laingsburg",48848,33,83,42.9104505,-84.2670968,63206,52960,491.8,1002.9,511.1,0.409638554216867,0.397590361445783,0.626506024096386,52960,"Medium",18548.6754563895
"1041","Michigan","Alcona County","Perry",48872,25,106,42.8243219,-84.21298,75202,66027,477.4,964.3,487,0.273584905660377,0.235849056603774,0.556603773584906,66027,"Medium",5481.67545638945
"1042","Michigan","Alcona County","Durand",48429,48,193,42.9267093,-83.9609951,43638,38387,468.530569948187,964.364248704663,495.833678756477,0.264248704663212,0.248704663212435,0.580310880829016,38387,"Medium",33121.6754563895
"1043","Michigan","Alcona County","Grand Rapids",49546,214,313,42.9191364,-85.5688996,37247,31986,583.5,1168.6,585,0.690095846645367,0.68370607028754,0.862619808306709,31986,"Low",39522.6754563895
"1044","Michigan","Alcona County","Unionville",48767,22,60,43.6347538,-83.4591056,51137,41855,504.3,1033.7,529.3,0.383333333333333,0.366666666666667,0.733333333333333,41855,"Medium",29653.6754563895
"1045","Michigan","Alcona County","Kingston",48741,11,47,43.4585302,-83.244314,55677,41776,469.1,967,497.9,0.234042553191489,0.234042553191489,0.574468085106383,41776,"Medium",29732.6754563895
"1046","Michigan","Alcona County","Vassar",48768,16,93,43.3865489,-83.6500656,79569,300000,445.277419354839,918.402150537634,473.124731182796,0.172043010752688,0.172043010752688,0.473118279569893,3e+05,"High",-228491.324543611
"1047","Michigan","Alcona County","Mayville",48744,8,45,43.3594211,-83.4367168,47483,39846,456.2,929.8,473.6,0.2,0.177777777777778,0.555555555555556,39846,"Medium",31662.6754563895
"1048","Michigan","Alcona County","Millington",48746,38,107,43.2624932,-83.6120405,50008,40942,491.2,991.3,500.1,0.383177570093458,0.355140186915888,0.635514018691589,40942,"Medium",30566.6754563895
"1049","Michigan","Alcona County","Bangor",49013,10,65,42.3827889,-86.1059463,48707,38200,446.5,922,475.5,0.169230769230769,0.153846153846154,0.446153846153846,38200,"Medium",33308.6754563895
"1050","Michigan","Alcona County","South Haven",49090,34,140,42.3868696,-86.2811245,46903,18502,470.95,968.942857142857,497.992857142857,0.25,0.242857142857143,0.535714285714286,18502,"Low",53006.6754563895
"1052","Michigan","Alcona County","Hartford",49057,10,99,42.2189198,-86.1821845,55535,53613,433.666666666667,896.144444444445,462.488888888889,0.111111111111111,0.101010101010101,0.383838383838384,53613,"Medium",17895.6754563895
"1053","Michigan","Alcona County","Lawton",49065,17,71,42.1170536,-85.8847037,31430,17287,462,967.2,505.2,0.253521126760563,0.23943661971831,0.549295774647887,17287,"Low",54221.6754563895
"1054","Michigan","Alcona County","Grandville",49418,216,441,42.8908234,-85.7693652,56453,46086,531,1061.7,530.7,0.514739229024943,0.489795918367347,0.691609977324263,46086,"Medium",25422.6754563895
"1055","Michigan","Alcona County","Paw Paw",49079,47,169,42.1992357,-85.9413398,57824,61538,482.188165680473,1000.71893491124,518.530769230769,0.284023668639053,0.27810650887574,0.674556213017751,61538,"Medium",9970.67545638945
"1057","Michigan","Alcona County","Ann Arbor",48104,95,179,42.2648225,-83.7310921,131084,109187,549.489944134078,1117.25754189944,567.767597765363,0.541899441340782,0.53072625698324,0.692737430167598,109187,"High",-37678.3245436105
"1058","Michigan","Alcona County","Ann Arbor",48103,498,833,42.2714987,-83.7525186,103026,300000,568.410204081633,1141.1600240096,572.749819927971,0.615846338535414,0.597839135654262,0.773109243697479,3e+05,"High",-228491.324543611
"1059","Michigan","Alcona County","Ann Arbor",48105,389,583,42.2888623,-83.7160474,119500,300000,593.706174957118,1178.5615780446,584.785934819897,0.691252144082333,0.667238421955403,0.826758147512864,3e+05,"High",-228491.324543611
"1060","Michigan","Alcona County","Ann Arbor",48105,389,583,42.3139476,-83.7000112,121296,113780,593.706174957118,1178.5615780446,584.785934819897,0.691252144082333,0.667238421955403,0.826758147512864,113780,"High",-42271.3245436105
"1061","Michigan","Alcona County","Ann Arbor",48103,498,833,42.287106,-83.7708689,90019,300000,568.410204081633,1141.1600240096,572.749819927971,0.615846338535414,0.597839135654262,0.773109243697479,3e+05,"High",-228491.324543611
"1062","Michigan","Alcona County","Ann Arbor",48103,498,833,42.2707771,-83.7653925,148834,300000,568.410204081633,1141.1600240096,572.749819927971,0.615846338535414,0.597839135654262,0.773109243697479,3e+05,"High",-228491.324543611
"1063","Michigan","Alcona County","Ann Arbor",48103,498,833,42.2545335,-83.7646267,104940,92972,568.410204081633,1141.1600240096,572.749819927971,0.615846338535414,0.597839135654262,0.773109243697479,92972,"High",-21463.3245436105
"1064","Michigan","Alcona County","Ann Arbor",48104,95,179,42.2530988,-83.712909,102862,85046,549.489944134078,1117.25754189944,567.767597765363,0.541899441340782,0.53072625698324,0.692737430167598,85046,"High",-13537.3245436105
"1065","Michigan","Alcona County","Wyoming",49509,47,410,42.8916789,-85.6918312,52842,43896,438.098783454988,904.276341463415,465.928292682927,0.131386861313869,0.114634146341463,0.397560975609756,43896,"Medium",27612.6754563895
"1066","Michigan","Alcona County","Ann Arbor",48104,95,179,42.2652779,-83.6994567,176259,187276,549.489944134078,1117.25754189944,567.767597765363,0.541899441340782,0.53072625698324,0.692737430167598,187276,"High",-115767.324543611
