"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"768","Michigan","Alcona County","Eastpointe",48021,0,150,42.4686004,-82.9414398,37625,26765,405.4,829,423.6,0.0533333333333333,0,0.18,26765,"Low",44743.6754563895
"769","Michigan","Alcona County","Eastpointe",48021,0,150,42.459895,-82.9387851,49115,35186,405.4,829,423.6,0.0533333333333333,0,0.18,35186,"Medium",36322.6754563895
"770","Michigan","Alcona County","Eastpointe",48021,0,150,42.45875,-82.9666887,43707,26975,405.4,829,423.6,0.0533333333333333,0,0.18,26975,"Low",44533.6754563895
"771","Michigan","Alcona County","Warren",48093,117,354,42.525254,-82.9981417,55483,41805,487.4,998.5,511.1,0.34180790960452,0.330508474576271,0.615819209039548,41805,"Medium",29703.6754563895
"772","Michigan","Alcona County","Warren",48093,117,354,42.5294712,-83.0187008,73095,300000,487.4,998.5,511.1,0.34180790960452,0.330508474576271,0.615819209039548,3e+05,"High",-228491.324543611
"773","Michigan","Alcona County","Warren",48092,94,474,42.5128492,-83.0768207,64624,56135,459.204219409283,939.535021097046,480.330801687764,0.217299578059072,0.19831223628692,0.474683544303797,56135,"Medium",15373.6754563895
"774","Michigan","Alcona County","Warren",48093,117,354,42.5140238,-83.0179856,48908,35115,487.4,998.5,511.1,0.34180790960452,0.330508474576271,0.615819209039548,35115,"Medium",36393.6754563895
"775","Michigan","Alcona County","Warren",48088,44,263,42.5044574,-82.9778768,72176,57601,458.954372623574,928.838783269962,469.884410646388,0.190114068441065,0.167300380228137,0.463878326996198,57601,"Medium",13907.6754563895
"776","Michigan","Alcona County","Warren",48093,117,354,42.5031346,-83.0174817,59565,47789,487.4,998.5,511.1,0.34180790960452,0.330508474576271,0.615819209039548,47789,"Medium",23719.6754563895
"777","Michigan","Alcona County","Lansing",48910,14,243,42.7116204,-84.56888,48783,41174,416.001646090535,865.938271604938,449.936625514403,0.065843621399177,0.0576131687242798,0.312757201646091,41174,"Medium",30334.6754563895
"778","Michigan","Alcona County","Warren",48091,39,244,42.4831809,-83.0749614,57373,48584,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,48584,"Medium",22924.6754563895
"779","Michigan","Alcona County","Warren",48089,9,167,42.4847604,-83.0112301,67879,300000,398.474251497006,813.625149700599,415.061077844311,0.0538922155688623,0.0538922155688623,0.131736526946108,3e+05,"High",-228491.324543611
"780","Michigan","Alcona County","Warren",48089,9,167,42.4719595,-82.9778895,41912,35705,398.474251497006,813.625149700599,415.061077844311,0.0538922155688623,0.0538922155688623,0.131736526946108,35705,"Medium",35803.6754563895
"781","Michigan","Alcona County","Warren",48091,39,244,42.4696409,-83.0550848,45869,33546,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,33546,"Low",37962.6754563895
"782","Michigan","Alcona County","Warren",48091,39,244,42.4549022,-83.0544749,45675,30203,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,30203,"Low",41305.6754563895
"783","Michigan","Alcona County","Warren",48089,9,167,42.4596308,-83.0160896,29445,22281,398.474251497006,813.625149700599,415.061077844311,0.0538922155688623,0.0538922155688623,0.131736526946108,22281,"Low",49227.6754563895
"784","Michigan","Alcona County","Center Line",48015,30,175,42.4811846,-83.0217377,62348,300000,445.891428571429,915.154285714286,469.262857142857,0.182857142857143,0.171428571428571,0.422857142857143,3e+05,"High",-228491.324543611
"785","Michigan","Alcona County","Chesterfield",48047,0,11,42.6412669,-82.8201443,90627,80107,340,735.5,395.5,0,0,0,80107,"High",-8598.32454361055
"786","Michigan","Alcona County","Warren",48091,39,244,42.4597776,-83.0404511,0,0,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,0,"Low",71508.6754563895
"787","Michigan","Alcona County","Bear Lake",49614,6,27,44.3959365,-86.1720676,58700,50406,474.4,967.4,493,0.259259259259259,0.222222222222222,0.518518518518518,50406,"Medium",21102.6754563895
"789","Michigan","Alcona County","Manistee",49660,57,323,44.2053249,-86.2744813,76605,64486,455.155108359133,937.941176470588,482.686068111455,0.191950464396285,0.176470588235294,0.507739938080495,64486,"Medium",7022.67545638945
"790","Michigan","Alcona County","Manistee",49660,57,323,44.3503163,-86.605134,0,0,455.155108359133,937.941176470588,482.686068111455,0.191950464396285,0.176470588235294,0.507739938080495,0,"Low",71508.6754563895
"791","Michigan","Alcona County","Marquette",49855,107,285,46.5501141,-87.4076307,43998,40953,507.962105263158,1033.43719298246,525.387368421053,0.403508771929825,0.375438596491228,0.635087719298246,40953,"Medium",30555.6754563895
"792","Michigan","Alcona County","Gwinn",49841,19,63,46.3710141,-87.2280967,62249,58207,476.3,975.9,499.5,0.333333333333333,0.301587301587302,0.555555555555556,58207,"Medium",13301.6754563895
"793","Michigan","Alcona County","Negaunee",49866,38,97,46.5170443,-87.5818338,72425,57163,511.5,1029.7,518.1,0.422680412371134,0.391752577319588,0.680412371134021,57163,"Medium",14345.6754563895
"794","Michigan","Alcona County","Ishpeming",49849,52,136,46.4765499,-87.6461496,37069,29033,501.773529411765,1017.95441176471,516.180882352941,0.397058823529412,0.382352941176471,0.654411764705882,29033,"Low",42475.6754563895
"795","Michigan","Alcona County","Gwinn",49841,19,63,46.3262395,-87.477031,50578,31674,476.3,975.9,499.5,0.333333333333333,0.301587301587302,0.555555555555556,31674,"Low",39834.6754563895
"797","Michigan","Alcona County","Ludington",49431,73,163,43.9635406,-86.4381881,51841,300000,514.5,1030.4,516,0.484662576687117,0.447852760736196,0.619631901840491,3e+05,"High",-228491.324543611
"798","Michigan","Alcona County","Scottville",49454,33,139,43.9500512,-86.295556,62717,51294,453.517985611511,927.161151079137,473.643165467626,0.237410071942446,0.237410071942446,0.424460431654676,51294,"Medium",20214.6754563895
"801","Michigan","Alcona County","Big Rapids",49307,88,211,43.7148734,-85.4974621,25153,14722,510.650710900474,1031.08151658768,520.430805687204,0.445497630331754,0.417061611374408,0.62085308056872,14722,"Low",56786.6754563895
"802","Michigan","Alcona County","Big Rapids",49307,88,211,43.6373592,-85.5170788,62913,47746,510.650710900474,1031.08151658768,520.430805687204,0.445497630331754,0.417061611374408,0.62085308056872,47746,"Medium",23762.6754563895
"803","Michigan","Alcona County","Remus",49340,32,130,43.5350978,-85.2298869,44362,35472,478.676923076923,952.769230769231,474.092307692308,0.292307692307692,0.246153846153846,0.476923076923077,35472,"Medium",36036.6754563895
"805","Michigan","Alcona County","Menominee",49858,18,114,45.1105532,-87.607292,45434,22296,463.947368421053,941.845614035088,477.898245614035,0.201754385964912,0.157894736842105,0.473684210526316,22296,"Low",49212.6754563895
"806","Michigan","Alcona County","Midland",48642,183,316,43.6193465,-84.2176371,37316,20543,551.9,1110.2,558.3,0.585443037974684,0.579113924050633,0.781645569620253,20543,"Low",50965.6754563895
"807","Michigan","Alcona County","Midland",48640,250,452,43.5914259,-84.1965115,40793,300000,549.975884955752,1096.07013274336,546.094247787611,0.584070796460177,0.553097345132743,0.730088495575221,3e+05,"High",-228491.324543611
"808","Michigan","Alcona County","Midland",48642,183,316,43.647558,-84.2216196,100433,63485,551.9,1110.2,558.3,0.585443037974684,0.579113924050633,0.781645569620253,63485,"Medium",8023.67545638945
"809","Michigan","Alcona County","Sanford",48657,27,90,43.7779059,-84.25202,65150,55859,496.3,990.4,494.1,0.366666666666667,0.3,0.533333333333333,55859,"Medium",15649.6754563895
"810","Michigan","Alcona County","Iron River",49935,15,53,46.1109112,-88.6610543,36338,27203,486.8,1010,523.2,0.30188679245283,0.283018867924528,0.679245283018868,27203,"Low",44305.6754563895
"811","Michigan","Alcona County","Midland",48640,250,452,43.5174439,-84.2798439,76488,55489,549.975884955752,1096.07013274336,546.094247787611,0.584070796460177,0.553097345132743,0.730088495575221,55489,"Medium",16019.6754563895
"812","Michigan","Alcona County","Sanford",48657,27,90,43.7653545,-84.4417774,49129,39198,496.3,990.4,494.1,0.366666666666667,0.3,0.533333333333333,39198,"Medium",32310.6754563895
"814","Michigan","Alcona County","Mc Bain",49657,22,85,44.2419442,-84.9912982,52433,44970,480.2,990.6,510.4,0.258823529411765,0.258823529411765,0.647058823529412,44970,"Medium",26538.6754563895
"815","Michigan","Alcona County","Carleton",48117,45,216,42.0523047,-83.3425283,69239,62682,462.597222222222,951.686111111111,489.088888888889,0.222222222222222,0.208333333333333,0.509259259259259,62682,"Medium",8826.67545638945
"816","Michigan","Alcona County","Milan",48160,75,159,42.037254,-83.6053303,69048,65485,522.5,1050.4,527.9,0.509433962264151,0.471698113207547,0.691823899371069,65485,"Medium",6023.67545638945
"817","Michigan","Alcona County","Monroe",48161,114,450,41.9272259,-83.5168249,91636,300000,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,3e+05,"High",-228491.324543611
"820","Michigan","Alcona County","Monroe",48161,114,450,41.8937166,-83.3638757,31768,32772,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,32772,"Low",38736.6754563895
"821","Michigan","Alcona County","Mount Pleasant",48858,140,311,43.563675,-84.7683124,35612,25938,522.200321543408,1034.85112540193,512.725723472669,0.495176848874598,0.45016077170418,0.617363344051447,25938,"Low",45570.6754563895
"822","Michigan","Alcona County","Monroe",48161,114,450,41.9184734,-83.4353367,53825,300000,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,3e+05,"High",-228491.324543611
"823","Michigan","Alcona County","Monroe",48161,114,450,41.8500726,-83.442564,78693,73449,468.882222222222,960.674444444444,491.792222222222,0.264444444444444,0.253333333333333,0.426666666666667,73449,"Medium",-1940.32454361055
"824","Michigan","Alcona County","Petersburg",49270,28,58,41.8703616,-83.711986,85699,78298,508.6,1034.8,526.2,0.482758620689655,0.482758620689655,0.724137931034483,78298,"High",-6789.32454361055
"825","Michigan","Alcona County","Temperance",48182,158,378,41.8018173,-83.5629676,88119,83494,498.8,1009.7,510.9,0.436507936507937,0.417989417989418,0.626984126984127,83494,"High",-11985.3245436105
"826","Michigan","Alcona County","Erie",48133,26,65,41.7789384,-83.5107869,59859,43212,512.3,1036.9,524.6,0.446153846153846,0.4,0.707692307692308,43212,"Medium",28296.6754563895
"827","Michigan","Alcona County","Temperance",48182,158,378,41.7645734,-83.5883382,72496,52094,498.8,1009.7,510.9,0.436507936507937,0.417989417989418,0.626984126984127,52094,"Medium",19414.6754563895
"828","Michigan","Alcona County","Stanton",48888,12,108,43.3721892,-85.1391591,42932,35486,439.377777777778,908.588888888889,469.296296296296,0.12037037037037,0.111111111111111,0.388888888888889,35486,"Medium",36022.6754563895
"829","Michigan","Alcona County","Howard City",49329,0,11,43.4131818,-85.444275,44110,35812,409.1,839.1,430,0,0,0,35812,"Medium",35696.6754563895
"830","Michigan","Alcona County","Sidney",48885,13,32,43.2578089,-85.097903,30963,24442,510,1027.8,517.8,0.5,0.40625,0.625,24442,"Low",47066.6754563895
"832","Michigan","Alcona County","Jackson",49201,148,611,42.2609849,-84.3850012,39487,31965,467.087234042553,958.330441898527,491.243207855974,0.252045826513912,0.242225859247136,0.504091653027823,31965,"Low",39543.6754563895
"833","Michigan","Alcona County","Greenville",48838,70,240,43.1515355,-85.272777,39138,26207,483.5,972.2,488.7,0.358333333333333,0.291666666666667,0.520833333333333,26207,"Low",45301.6754563895
"835","Michigan","Alcona County","Muskegon",49442,42,268,43.2327384,-86.2314781,20990,13183,452.655223880597,918.984328358209,466.329104477612,0.182835820895522,0.156716417910448,0.388059701492537,13183,"Low",58325.6754563895
"836","Michigan","Alcona County","Muskegon",49442,42,268,43.2231687,-86.2364744,37650,34663,452.655223880597,918.984328358209,466.329104477612,0.182835820895522,0.156716417910448,0.388059701492537,34663,"Low",36845.6754563895
"837","Michigan","Alcona County","Muskegon",49441,117,480,43.228654,-86.2739858,62986,52283,466.839166666667,949.796666666667,482.9575,0.258333333333333,0.24375,0.48125,52283,"Medium",19225.6754563895
"838","Michigan","Alcona County","Muskegon",49444,0,35,43.2103959,-86.2320559,13362,7990,361.1,740,378.9,0,0,0,7990,"Low",63518.6754563895
"839","Michigan","Alcona County","Muskegon",49445,89,352,43.2521632,-86.2708308,102237,300000,468.190909090909,956.89375,488.702840909091,0.261363636363636,0.252840909090909,0.53125,3e+05,"High",-228491.324543611
"840","Michigan","Alcona County","Muskegon",49442,42,268,43.2301717,-86.1949356,19736,14023,452.655223880597,918.984328358209,466.329104477612,0.182835820895522,0.156716417910448,0.388059701492537,14023,"Low",57485.6754563895
"841","Michigan","Alcona County","Muskegon",49441,117,480,43.1981472,-86.2733461,56215,55889,466.839166666667,949.796666666667,482.9575,0.258333333333333,0.24375,0.48125,55889,"Medium",15619.6754563895
"842","Michigan","Alcona County","Muskegon",49441,117,480,43.152658,-86.2724678,71894,53323,466.839166666667,949.796666666667,482.9575,0.258333333333333,0.24375,0.48125,53323,"Medium",18185.6754563895
"843","Michigan","Alcona County","Jackson",49203,36,188,42.1929233,-84.3768267,53598,42924,461.510638297872,935.996808510638,474.534042553191,0.212765957446809,0.191489361702128,0.420212765957447,42924,"Medium",28584.6754563895
"844","Michigan","Alcona County","Muskegon",49444,0,35,43.1849715,-86.1783755,45580,40810,361.1,740,378.9,0,0,0,40810,"Medium",30698.6754563895
"845","Michigan","Alcona County","Ravenna",49451,23,79,43.1657243,-86.0181123,61716,48599,481.4,989.2,507.8,0.30379746835443,0.291139240506329,0.645569620253165,48599,"Medium",22909.6754563895
"846","Michigan","Alcona County","Muskegon",49442,42,268,43.270104,-86.1078251,57262,25224,452.655223880597,918.984328358209,466.329104477612,0.182835820895522,0.156716417910448,0.388059701492537,25224,"Low",46284.6754563895
"848","Michigan","Alcona County","Montague",49437,31,117,43.4111279,-86.3861203,58943,48498,482.2,972.9,490.7,0.290598290598291,0.264957264957265,0.504273504273504,48498,"Medium",23010.6754563895
"849","Michigan","Alcona County","Montague",49437,31,117,43.2896901,-86.761684,0,0,482.2,972.9,490.7,0.290598290598291,0.264957264957265,0.504273504273504,0,"Low",71508.6754563895
"850","Michigan","Alcona County","Fremont",49412,61,189,43.4733667,-85.9430829,73343,58311,493.995238095238,999.466666666667,505.471428571429,0.354497354497354,0.322751322751323,0.603174603174603,58311,"Medium",13197.6754563895
"852","Michigan","Alcona County","Grant",49327,36,118,43.3479125,-85.7724155,54875,46318,490.8,991.6,500.8,0.338983050847458,0.305084745762712,0.559322033898305,46318,"Medium",25190.6754563895
"853","Michigan","Alcona County","Battle Creek",49017,69,404,42.5043019,-85.2457044,63547,55460,443.156930693069,908.625742574257,465.464851485149,0.180693069306931,0.170792079207921,0.388613861386139,55460,"Medium",16048.6754563895
"854","Michigan","Alcona County","Oxford",48371,183,460,42.8482391,-83.3032511,106581,96035,507.594347826087,1028.49,520.989130434783,0.417391304347826,0.397826086956522,0.645652173913044,96035,"High",-24526.3245436105
"855","Michigan","Alcona County","Jackson",49201,148,611,42.2734098,-84.3015238,60522,49532,467.087234042553,958.330441898527,491.243207855974,0.252045826513912,0.242225859247136,0.504091653027823,49532,"Medium",21976.6754563895
"856","Michigan","Alcona County","Oxford",48371,183,460,42.8064174,-83.2979263,87658,74023,507.594347826087,1028.49,520.989130434783,0.417391304347826,0.397826086956522,0.645652173913044,74023,"Medium",-2514.32454361055
"857","Michigan","Alcona County","Holly",48442,77,251,42.8259746,-83.5440998,88392,68232,487.7,997.4,509.7,0.330677290836653,0.306772908366534,0.585657370517928,68232,"Medium",3276.67545638945
"858","Michigan","Alcona County","Holly",48442,77,251,42.7987992,-83.6229675,62996,300000,487.7,997.4,509.7,0.330677290836653,0.306772908366534,0.585657370517928,3e+05,"High",-228491.324543611
"861","Michigan","Alcona County","Waterford",48329,90,314,42.707316,-83.3899014,67819,61757,475,963.6,488.6,0.302547770700637,0.286624203821656,0.531847133757962,61757,"Medium",9751.67545638945
"862","Michigan","Alcona County","Clarkston",48346,299,645,42.7172594,-83.3603298,56807,50585,525.625736434108,1055.16434108527,529.442015503876,0.497674418604651,0.463565891472868,0.668217054263566,50585,"Medium",20923.6754563895
